target_id	length	eff_length	est_counts	tpm
NC_004830.2	10140	9884.75	0	0
ENA|CEND01000001|CEND01000001.1	10142	9886.75	0	0
NC_009025.1	9499	9243.75	0	0
NC_004807.1	9524	9268.75	0	0
NC_010711.1	3674	3418.75	0	0
NC_002548.1	9491	9235.75	1	19188.1
NC_014137.1	9505	9249.75	0	0
NC_032433.1	5991	5735.75	11	339865
NC_003784.1	8550	8294.75	30	640947
NC_002066.1	8832	8576.75	0	0
NC_006494.1	10112	9856.75	0	0
NC_040601.1	9552	9296.75	0	0
KX578272.1	4146	3890.75	0	0
NC_027631.1	6258	6002.75	0	0
NC_035071.1	20414	20158.8	0	0
KY354240.1	10091	9835.75	0	0
KY354234.1	14001	13745.8	0	0
KR819915.1	496396	496141	0	0
MG571088.1	1811	1555.75	0	0
MG571087.1	2194	1938.75	0	0
NC_027619.1	6169	5913.75	0	0
MK032464.1	8332	8076.75	0	0
MK032465.1	2198	1942.75	0	0
MK032466.1	1899	1643.75	0	0
MK032467.1	1983	1727.75	0	0
MK032468.1	1708	1452.75	0	0
MK032469.1	1442	1186.75	0	0
MK032470.1	951	695.75	0	0
